PART_NO,KPDS,CAR_CLASS,PIDT,REPAIR_TYPE,TYPE_CODE,CONSTRUCT_NAME
25193X4LL9,清洗器电机,A0-SEDAN,18-Mar-14,维修,机能件,车体
28193X4LL8,清洗器电机,A0-SEDAN,18-Mar-14,维修,机能件,车体
26189WQI99,雨刮喷水头,B-MPV,17-Jun-09,维修,机能件,车体
23189X4E99,清洗器喷嘴,B-MPV,3-Jun-14,维修,机能件,车体
25189XE9E9,清洗器喷嘴,B-SEDAN,17-Oct-07,维修,机能件,车体
27171W0EW9,接头,B-SEDAN,17-Oct-07,维修,机能件,车体
22170WNHW9,接头,B-SUV,17-Oct-07,维修,机能件,车体
29167XE9Y9,软管,B-SEDAN,17-Oct-07,维修,机能件,车体
26162WQN99,软管770,A-SEDAN,18-Jul-18,维修,机能件,车体
24158WQKW9,雨水壶,B-MPV,17-Jun-09,维修,机能件,车体
28158X3E99,清洗器水壶,B-MPV,3-Jun-14,维修,机能件,车体
27119XE8R9,右清洗器喷嘴,B-SEDAN,17-Oct-07,维修,机能件,车体
24118XT3C9,右清洗器喷嘴,B-SUV,2-Aug-10,维修,机能件,电器
23113XT3C9,左清洗器喷嘴,B-SUV,2-Aug-10,维修,机能件,电器
26106XT3C9,清洗器软管,B-SUV,2-Aug-10,维修,机能件,车体
28105X3E99,软管,B-MPV,3-Jun-14,维修,机能件,车体
22104WV6W9,软管,B-SEDAN,23-Oct-08,维修,机能件,车体
24899X2RL9,仪表台面板,A0-SUV,21-Mar-19,维修,机能件,车体
28899X0NL8,仪表台面板(汽车内饰件),A0-SEDAN,24-Apr-15,维修,机能件,车体
21899XZIL9,仪表台面板,B-SEDAN,13-Jan-18,维修,机能件,车体
26899XDVL9,汽车仪表台,A0-SEDAN,28-May-20,维修,机能件,车体
22896XZIL9,通风口饰盖,B-SEDAN,13-Jan-18,维修,机能件,内饰
26893XF9L8,仪表台下饰板,B-SEDAN,17-Oct-07,维修,机能件,内饰
26794W9BE9,中央盖,B-SEDAN,17-Oct-01,维修,机能件,内饰
26783X4LL9,仪表台侧盖,A0-SEDAN,18-Mar-14,维修,机能件,内饰
22718XZIL9,仪表板中控台置物箱,B-SEDAN,13-Jan-18,维修,机能件,内饰
23703XF9L4,中控台面板,B-SEDAN,17-Oct-07,维修,机能件,内饰
29699X4LL9,下盖板,A0-SEDAN,18-Mar-14,维修,机能件,内饰
25699XFXL9,下盖板,A-SEDAN,19-Jul-18,维修,机能件,内饰
27699XLEL9,下盖板,B-SUV,5-Aug-16,维修,机能件,内饰
23697XZIL9,下盖板,B-SEDAN,13-Jan-18,维修,机能件,内饰
23696X7NL9,仪表台下盖,B-SEDAN,10-Jul-13,维修,机能件,内饰
27689X0NL9,驾驶侧下盖板组件,A0-SEDAN,2-Jun-15,维修,机能件,内饰
22649X3TL9,转向柱上罩,A-SEDAN,9-Apr-13,维修,机能件,内饰
27639X4LL9,转向柱下罩,A0-SEDAN,18-Mar-14,维修,机能件,内饰
29639X29L9,方向轴下盖总成,B-SEDAN,12-Sep-19,维修,机能件,内饰
24499X4LL8,杂物箱总成,A0-SEDAN,18-Mar-14,维修,机能件,车体
23489X7NL9,杂物箱,B-SEDAN,10-Jul-13,维修,机能件,车体
24469XFXL9,杂物箱减振块,A-SEDAN,18-Jul-18,维修,机能件,车体
25469XQEE9,杂物箱减振块,B-SEDAN,5-Aug-16,维修,机能件,车体
24454XE9E9,杂物箱按钮,B-SEDAN,17-Oct-07,维修,机能件,车体
27388X4LL9,中央出风口,A0-SEDAN,18-Mar-14,维修,机能件,车体
28249XF9L9,硬币盒,B-SEDAN,17-Oct-07,维修,机能件,车体
23247XF9L9,硬币盒弹簧,B-SEDAN,17-Oct-07,维修,机能件,车体
28244WSEY9,开关孔盖,B-SUV,17-Oct-07,维修,机能件,车体
21198XZIL9,主气囊,B-SEDAN,13-Jan-18,维修,机能件,车体
26179X7NL1,副安全气囊,B-SEDAN,10-Jul-13,维修,钣金件,车体
29179XZIL1,副安全气囊,B-SEDAN,13-Jan-18,维修,钣金件,车体
25178X3TL1,副安全气囊盖组件,A-SEDAN,9-Apr-13,维修,钣金件,电器
21099X9EF8,线束卷盘总成,A-SEDAN,9-Apr-13,维修,钣金件,电器
23099X4EN9,线束卷盘总成,A0-SEDAN,18-Mar-14,维修,钣金件,电器
23069X7EE9,前碰撞传感器总成,B-SEDAN,14-Jan-16,维修,钣金件,电器
29069X4EN9,前撞击传感器,A0-SEDAN,18-Mar-14,维修,钣金件,电器
25069XG9F8,前侧传感器,B-SEDAN,17-Oct-07,维修,钣金件,电器
25069XLEL8,前撞击传感器,B-SUV,5-Aug-16,维修,钣金件,电器
21069XLEL7,前撞击传感器,B-SUV,5-Aug-16,维修,钣金件,电器
28069XZEE9,前撞击传感器,B-SEDAN,13-Jan-18,维修,钣金件,电器
29039X7EL0,ＳＲＳ控制单元,B-SEDAN,10-Jul-13,维修,钣金件,车体
27039X7NL2,主气囊控制单元,B-SEDAN,21-Jan-16,维修,钣金件,车体
23039X4EL5,ＳＲＳ控制单元,A0-SEDAN,18-Mar-14,维修,钣金件,车体
28039X3EF8,SRS控制单元,B-MPV,3-Jun-14,维修,钣金件,车体
23039X26L6,主气囊控制单元,B-SEDAN,12-Sep-19,维修,钣金件,车体
26039X0EL5,ＳＲＳ控制单元,A0-SEDAN,2-Jun-15,维修,钣金件,车体
27039XFXL9,主气囊控制单元,A-SEDAN,18-Jul-18,维修,钣金件,车体
25039XG9L9,ＳＲＳ控制单元,B-SEDAN,17-Oct-07,维修,钣金件,车体
21039XLEL8,SRS控制单元,B-SUV,9-Jan-17,维修,钣金件,车体
22039XZEF7,主气囊控制单元,B-SEDAN,13-Jan-18,维修,钣金件,车体
27039XAFF9,主气囊控制单元,B-SEDAN,9-Jun-18,维修,钣金件,车体
25039XAFF7,主气囊控制单元,B-SEDAN,9-Jun-18,维修,钣金件,车体
29029XQEE9,侧面撞击传感器,B-SEDAN,12-Sep-19,维修,钣金件,车体
26029XZEG9,侧面撞击传感器,B-SEDAN,13-Jan-18,维修,钣金件,车体
21029XB3E9,侧面撞击传感器,B-SEDAN,21-Jan-16,维修,钣金件,车体
26949X3ES1,右侧安全气囊,B-MPV,3-Jun-14,维修,钣金件,电器
24949XLEL9,右侧安全气囊,B-SUV,10-Aug-16,维修,钣金件,电器
22944XQCE1,左侧安全气囊,B-SEDAN,12-Sep-19,维修,钣金件,电器
27843XQEE9,玻璃面罩,B-SEDAN,12-Sep-19,维修,机能件,车体
23842X4EE9,按钮,A0-SEDAN,18-Mar-14,维修,机能件,车体
27496XE9E1,喇叭板,B-SUV,17-Oct-07,维修,机能件,车体
25485XE9E1,右饰板,B-MPV,17-Oct-07,维修,机能件,内饰
22484XE9E5,左饰板,B-MPV,17-Oct-07,维修,机能件,车体
26484XE9E1,左饰板,B-MPV,17-Oct-07,维修,机能件,车体
23459XDEI9,方向盘饰件,A0-SEDAN,5-Jun-20,维修,机能件,车体
28458XJ9S1,饰板,A0-SEDAN,15-May-08,维修,机能件,内饰
27129X3ES1,右侧安全气帘组件,B-MPV,3-Jun-14,维修,钣金件,车体
26129XLEL1,右侧安全气帘组件,B-SUV,5-Aug-16,维修,钣金件,车体
21129XZIL0,右安全气帘组件,B-SEDAN,27-Jan-18,维修,钣金件,车体
25124XLEL1,左侧安全气帘组件,B-SUV,5-Aug-16,维修,钣金件,电器
23839XF9L5,驾驶员侧温控马达,B-SUV,17-Oct-07,维修,机能件,车体
29839XIBC3,驾驶员侧温控马达,B-SEDAN,16-May-16,维修,机能件,车体
28829XIBC3,乘客侧温控马达,B-SEDAN,16-May-16,维修,机能件,车体
22696XW3L9,滤清器盖,B-SEDAN,10-Jul-13,维修,机能件,车体
28696XZEE9,滤清器盖,B-SEDAN,13-Jan-18,维修,机能件,车体
26694X4LL9,鼓风机分总成,A0-SEDAN,18-Mar-14,维修,机能件,车体
27689X9XL9,鼓风机马达,B-MPV,3-Jun-14,维修,机能件,车体
27689X7NL9,鼓风机马达,B-SEDAN,10-Jul-13,维修,机能件,车体
28689X4LL9,鼓风机马达,A0-SEDAN,18-Mar-14,维修,机能件,车体
24689XFXL9,鼓风机马达,A-SEDAN,18-Jul-18,维修,机能件,车体
23689XZIL9,鼓风机马达,B-SEDAN,13-Jan-18,维修,机能件,车体
25664XJ9K9,电阻器总成,A-SEDAN,15-May-08,维修,机能件,电器
29444X4EN9,灯泡,A0-SEDAN,18-Mar-14,维修,易损件,易损件
23444X3TL9,灯泡,A-SEDAN,9-Apr-13,维修,易损件,易损件
26393WEEK4,模块显示屏,A0-SEDAN,20-Apr-04,维修,机能件,车体
24392WEEK4,温度显示屏,A0-SEDAN,20-Apr-04,维修,机能件,车体
22391WEEK4,风扇显示屏,A0-SEDAN,20-Apr-04,维修,机能件,车体
29389XZIL7,自动空调开关总成,B-SEDAN,13-Jan-18,维修,机能件,车体
29319XR9K9,温度传感器线束,A0-SEDAN,23-Oct-08,维修,机能件,电器
23314X4LL9,模块线束,A0-SEDAN,18-Mar-14,维修,机能件,电器
21314X3TL9,模块线束,A-SEDAN,9-Apr-13,维修,机能件,电器
29314X2NL9,模块线束,A0-SUV,27-Aug-14,维修,机能件,电器
21314XR7T9,模块线束,A0-SEDAN,23-Oct-08,维修,机能件,电器
24278X4F99,进水管,A0-SEDAN,19-Aug-14,维修,易损件,电器
13949XK299,空调标签,B-SEDAN,16-May-16,维修,机能件,电器
18899XFXL9,冷凝器总成,A-SEDAN,18-Jul-18,维修,钣金件,电器
19883X3TL9,冷凝器左上支架,A-SEDAN,9-Apr-13,维修,机能件,电器
12883X2NL9,冷凝器左上支架,A0-SUV,27-Aug-14,维修,钣金件,电器
11883XR9X9,支架,A0-SEDAN,23-Oct-08,维修,机能件,电器
16708WEIT9,滤清器元件,A0-SEDAN,21-Jun-07,通竞,空调滤,保养
13708WJNA9,过滤器骨架,B-SUV,11-Nov-04,维修,机能件,保养
18688X3TL9,吸气管,A-SEDAN,9-Apr-13,维修,易损件,电器
17688X3TL4,吸气管,A-SEDAN,20-Aug-15,维修,机能件,电器
16688XE4E9,吸气管,B-SUV,17-Oct-07,维修,易损件,电器
16684XG9D9,排气软管组件,B-SUV,17-Oct-07,维修,易损件,电器
12684XLEL8,空调高压排气管Ｖ６,B-SUV,9-Jan-17,维修,机能件,电器
11684XRGU9,排气软管组件,B-SEDAN,12-Sep-19,维修,机能件,电器
18658X3HL9,空调硬管,B-MPV,3-Jun-14,维修,机能件,电器
11658XZIL9,空调硬管组件,B-SEDAN,13-Jan-18,维修,机能件,电器
12638X4LL9,吸气管支架,B-SEDAN,18-Mar-14,维修,机能件,电器
19618WSEE9,吸气管夹,B-SUV,17-Oct-07,维修,机能件,电器
16589XR9K9,空调开关总成,A0-SEDAN,23-Oct-08,维修,机能件,电器
19589XR9K4,空调开关总成,A0-SEDAN,18-Nov-11,维修,机能件,电器
16474XFEE9,环境传感器,B-SEDAN,16-May-16,维修,机能件,电器
18128WS299,Ｏ形圈,B-SEDAN,17-Oct-01,维修,机能件,电器
19128WX299,Ｏ形圈,B-SEDAN,1-Jan-99,维修,机能件,电器
19127WS299,Ｏ形圈,B-SEDAN,17-Oct-01,维修,机能件,易损件
16127WX299,Ｏ形圈,B-SEDAN,1-Jan-99,维修,机能件,易损件
13126WS299,Ｏ形圈,B-MPV,17-Oct-01,维修,机能件,易损件
16126WX299,Ｏ形圈,B-SEDAN,1-Jan-99,维修,机能件,易损件
16893XE999,盖板,B-SEDAN,31-Aug-09,维修,机能件,内饰
18893XE999,盖板,B-SEDAN,17-Oct-07,维修,机能件,内饰
18878XZIL7,右前座椅靠背罩,B-SEDAN,13-Jan-18,维修,钣金件,内饰
12809XQEE9,前座椅腰部支撑,B-SEDAN,5-Aug-16,维修,机能件,内饰
11762XZIT9,座椅调整器盖,B-SEDAN,9-Jun-18,维修,机能件,内饰
13747WHFE2,按钮,B-SEDAN,31-Aug-09,维修,机能件,内饰
17747WHFE2,按钮,B-SEDAN,30-Jul-02,维修,机能件,内饰
16747WHFE2,按钮,B-MPV,17-Oct-07,维修,机能件,内饰
17746WHFE2,开关,B-SEDAN,30-Jul-02,维修,机能件,内饰
14695WQIU9,前内地脚盖,B-MPV,17-Jun-09,维修,机能件,内饰
12606WJIN9,前外地脚盖,B-MPV,11-Nov-04,维修,机能件,内饰
18606WJIN9,前外地脚盖,B-MPV,17-Jun-09,维修,机能件,内饰
13574XZIL9,预紧器,B-SEDAN,13-Jan-18,维修,钣金件,内饰
12473XLEL8,左前座椅靠背骨架,B-SUV,5-Aug-16,维修,机能件,内饰
14473XZIL6,左前座椅靠背骨架,B-SEDAN,13-Jan-18,维修,机能件,内饰
16473XZIT6,左前座椅靠背骨架,B-SEDAN,9-Jun-18,维修,机能件,内饰
12463X4LL9,左前座椅座垫骨架,A0-SEDAN,18-Mar-14,维修,机能件,内饰
11419X3HP0,左前座椅扶手总成,B-MPV,21-Feb-19,维修,机能件,内饰
14411XEIP2,扶手盖,B-MPV,31-May-18,维修,机能件,内饰
13410XEIP2,扶手盖,B-MPV,31-May-18,维修,机能件,内饰
16348XQEE9,按钮,B-SEDAN,5-Aug-16,维修,机能件,内饰
18347XQEE9,按钮,B-SEDAN,5-Aug-16,维修,机能件,内饰
13346WHFE2,开关,B-SEDAN,30-Jul-02,维修,机能件,内饰
16217X3EN9,扶手饰板,B-MPV,3-Jun-14,维修,机能件,内饰
18206WJIN9,前外侧地脚盖,B-MPV,11-Nov-04,维修,机能件,内饰
11206WJIN9,前外侧地脚盖,B-MPV,17-Jun-09,维修,机能件,内饰
13862WHE99,后座椅坐垫卡夹,B-SUV,30-Jul-02,维修,机能件,内饰
18861WSE99,后座椅坐垫卡夹,A0-SEDAN,7-May-12,维修,机能件,内饰
16772WJIN9,后座椅靠背调节按钮,B-MPV,11-Nov-04,维修,机能件,内饰
12637X3HL9,盖子,B-MPV,3-Jun-14,维修,机能件,内饰
11886W3E99,驾驶员侧底部盖板旋钮,B-SUV,5-Aug-16,维修,机能件,内饰
13772W6S99,出风口叶片,B-MPV,17-Jun-09,维修,机能件,内饰
17769XG9X0,右遮阳板,B-SEDAN,17-Oct-07,维修,机能件,内饰
13769XR5X4,右遮阳板,A0-SEDAN,23-Oct-08,维修,机能件,内饰
17753WSEE9,盖子,B-SEDAN,9-Apr-13,维修,机能件,内饰
13753XC7E9,夹子,B-SEDAN,18-Mar-14,维修,机能件,内饰
12752WSEE9,固定扣,B-SEDAN,17-Oct-07,维修,机能件,内饰
13719XA8L9,左遮阳板,B-SEDAN,17-Oct-07,维修,机能件,内饰
18594X4QX9,盒子饰件,A0-SEDAN,18-Mar-14,维修,机能件,内饰
17593XLEL9,饰板,B-SUV,5-Aug-16,维修,机能件,内饰
11591XZIL8,ＡＣＣ盒体,B-SEDAN,13-Jan-18,维修,机能件,内饰
16581WHEE9,扶手锁,B-SEDAN,30-Jul-02,维修,机能件,内饰
15580WHEE9,锁盘,B-SEDAN,30-Jul-02,维修,机能件,内饰
18557X2NL9,锁盖,A0-SUV,27-Aug-14,维修,机能件,内饰
13554X4EN9,中控台支架,A0-SEDAN,18-Mar-14,维修,机能件,内饰
12539X7JE8,后饰板,B-SEDAN,21-Jan-16,维修,钣金件,内饰
16539XE8C8,后排气口总成,B-SUV,17-Oct-07,维修,钣金件,内饰
15538X7JE9,后出风口,B-SEDAN,10-Jul-13,维修,机能件,内饰
17537X7JE9,后通风口,B-SEDAN,10-Jul-13,维修,机能件,内饰
11534X7JE9,后通风管,B-SEDAN,10-Jul-13,维修,机能件,内饰
12532X7JE9,后通风管,B-SEDAN,10-Jul-13,维修,机能件,内饰
14498XR5L9,右前门内饰板,A0-SEDAN,23-Oct-08,维修,机能件,内饰
13498XR5L9,右内侧扶手盖,A-SEDAN,23-Apr-13,维修,机能件,内饰
12496XE9E6,右前门饰板扶手,B-SEDAN,17-Oct-07,维修,机能件,内饰
12495XE9E6,右前门饰件,B-SEDAN,11-Dec-07,维修,机能件,内饰
13494WHEE8,右前门饰板扶手面板,B-SEDAN,30-Jul-02,维修,机能件,内饰
13492WJI99,右前门内拉手螺栓饰盖,B-MPV,28-Sep-04,维修,机能件,内饰
12492WQI99,右前门内拉手饰盖,B-MPV,17-Jun-09,维修,机能件,内饰
13491WHE99,锁盖,B-SEDAN,30-Jul-02,维修,机能件,内饰
13448XR5L9,前左启门饰盖,A0-SEDAN,23-Oct-08,维修,机能件,内饰
15448XR5L9,左内侧扶手盖,A-SEDAN,23-Apr-13,维修,机能件,内饰
13447XZIL8,左前门内饰板总成,B-SEDAN,13-Jan-18,维修,机能件,内饰
16445XE9E6,左前门饰件,B-SEDAN,11-Dec-07,维修,机能件,内饰
13444WHEE8,左前门饰板扶手面板,B-SEDAN,30-Jul-02,维修,机能件,内饰
12442WJI99,左前门内拉手螺栓饰盖,B-MPV,28-Sep-04,维修,机能件,内饰
13442WQI99,门内拉手饰盖,B-MPV,17-Jun-09,维修,机能件,内饰
17408XF9L8,左前电动窗开关本体,B-SEDAN,17-Oct-07,维修,机能件,内饰
15264X3E99,遮阳板钩,B-MPV,3-Jun-14,维修,机能件,内饰
12257XR5L9,右后门饰板扶手饰盖,A0-SEDAN,23-Oct-08,维修,机能件,内饰
14149WH799,螺栓隔板,A0-SEDAN,15-May-08,维修,机能件,内饰
12146W15E9,螺栓,B-MPV,1-Jan-99,维修,机能件,内饰
16146WE201,螺栓,A0-SEDAN,1-Feb-13,维修,机能件,内饰
17847X4EN8,左前立柱下饰件,A0-SEDAN,18-Mar-14,维修,机能件,内饰
14794XF9L9,行李箱锁盖饰件,B-SEDAN,17-Oct-07,维修,机能件,内饰
17738XQEX9,左后门槛饰件,B-SEDAN,12-Sep-19,维修,机能件,内饰
19589XLEL9,前搁板芯线,B-SUV,5-Aug-16,维修,机能件,内饰
11568X27L9,尾门下饰件总成,B-SEDAN,12-Sep-19,维修,机能件,内饰
11563XLEL9,维修右灯盖,B-SUV,5-Aug-16,维修,机能件,内饰
19558W7P99,尾门拉手,A0-SUV,6-Mar-15,维修,钣金件,内饰
12558WQKL9,尾门内拉手,B-MPV,17-Jun-09,维修,钣金件,内饰
12558WQKL9,尾门内拉手,B-MPV,14-May-12,维修,钣金件,内饰
12558XQEE9,尾门拉手盒,B-SEDAN,12-Sep-19,维修,钣金件,内饰
16479X27L9,行李箱备胎盖,B-SEDAN,12-Sep-19,维修,机能件,内饰
11478X2NL9,备胎盖板,A0-SUV,27-Aug-14,维修,机能件,内饰
16478XFXL6,备胎盖板,A-SEDAN,19-Jul-18,维修,机能件,内饰
16478XLEL9,备胎盖板,B-SUV,5-Aug-16,维修,机能件,内饰
13478XZIL9,备胎盖,B-SEDAN,13-Jan-18,维修,机能件,内饰
14457X7EE9,工具箱组件,B-SEDAN,10-Jul-13,维修,机能件,内饰
14457XZIL9,工具箱组件,B-SEDAN,13-Jan-18,维修,机能件,内饰
18449X2NL9,储物盒,A0-SUV,27-Aug-14,维修,机能件,内饰
17449X2NL8,工具盒,A0-SUV,22-Mar-19,维修,机能件,内饰
14449XDVL4,工具箱盒,A0-SEDAN,9-Jul-20,维修,机能件,内饰
12398X7NL9,行李箱右侧饰件总成,B-SEDAN,9-Jan-15,维修,机能件,内饰
14389X2NL9,行李箱右侧饰件总成,A0-SUV,6-Mar-15,维修,机能件,内饰
16385WNHI9,挂钩,A0-SUV,2-Aug-10,维修,钣金件,内饰
15384X3HJ2,行李箱右侧饰件总成,B-MPV,3-Jun-14,维修,机能件,内饰
14369XF9L9,行李箱盖饰件,B-SEDAN,17-Oct-07,维修,机能件,内饰
18368X3TL9,行李箱盖饰件,A-SEDAN,9-Apr-13,维修,机能件,内饰
15368X3TL8,行李箱盖饰件,A-SEDAN,20-Aug-15,维修,机能件,内饰
18364WIE99,行李箱盖把手,B-SEDAN,10-Jul-13,维修,机能件,内饰
18359X3E99,后装饰板,B-MPV,3-Jun-14,维修,机能件,内饰
17359X2QL9,后装饰板,A0-SUV,27-Aug-14,维修,机能件,内饰
12359XFXL8,行李箱后饰板总成,A-SEDAN,18-Jul-18,维修,机能件,内饰
17359XDVL9,后装饰板,A0-SEDAN,5-Jun-20,维修,机能件,内饰
16358WQKL9,后饰板盖,B-MPV,17-Jun-09,维修,机能件,内饰
14358WQKL9,后饰板盖,B-MPV,14-May-12,维修,机能件,内饰
12358XE9E9,后饰板盖,B-SEDAN,17-Oct-07,维修,机能件,内饰
14357WJI99,尾门后下压板,B-MPV,11-Nov-04,维修,机能件,内饰
13357XT3E9,尾门后下压板,B-SUV,2-Aug-10,维修,机能件,内饰
12348XFXL9,行李箱左侧饰件,A-SEDAN,19-Jul-18,维修,机能件,内饰
12337XQEE9,行李箱钩,B-SEDAN,12-Sep-19,维修,机能件,内饰
16782W9599,遮阳板支撑,A0-SEDAN,19-Mar-03,维修,机能件,内饰
18782XE9E9,遮阳板固定座,B-MPV,17-Oct-07,维修,机能件,内饰
19782XV9E9,遮阳板支撑,B-SEDAN,5-Aug-16,维修,机能件,内饰
099984ECL9,六角螺栓,A-SEDAN,4-Jul-18,维修,机能件,内饰
01998V8EE9,六角螺栓,A0-SUV,13-Oct-11,维修,机能件,内饰
09998W89E9,螺栓,B-SEDAN,6-Jun-04,维修,机能件,内饰
05998X3E99,螺栓,B-MPV,3-Jun-14,维修,机能件,内饰
03997W8999,凸缘螺母,B-SEDAN,1-Jan-99,维修,机能件,标准件
03997X7EE9,螺栓,B-SEDAN,10-Jul-13,维修,机能件,标准件
0699540F99,法兰螺栓 10X30,B-SEDAN,15-Apr-16,维修,机能件,标准件
01994VSEE9,凸缘螺栓,B-SEDAN,22-Aug-07,维修,机能件,标准件
01991TAE99,螺栓,A-SEDAN,19-Mar-03,维修,机能件,标准件
09991V8EE9,螺栓,A0-SUV,22-Aug-07,维修,机能件,标准件
03990TC699,螺栓,A0-SUV,24-Oct-00,维修,机能件,标准件
02990V29E9,螺栓（>6MM）,B-SEDAN,9-May-13,维修,机能件,标准件
0998740F99,锁止螺母 10MM,B-SEDAN,5-May-16,维修,机能件,标准件
099864V999,缸盖罩螺栓,B-SEDAN,5-Mar-14,维修,机能件,标准件
07986TGB99,螺栓,B-SEDAN,19-Mar-03,维修,机能件,标准件
01985V59E9,螺栓,B-SUV,12-Jun-09,维修,机能件,标准件
079844E7E9,螺栓,B-MPV,10-Jul-13,维修,机能件,标准件
02976TE099,螺栓,B-SEDAN,1-Jan-99,维修,机能件,标准件
02976TSE99,螺栓,B-SEDAN,11-Sep-02,维修,机能件,标准件
08958T6K99,螺钉,B-SEDAN,30-Jul-02,维修,机能件,标准件
05958T4E99,螺钉,B-SEDAN,1-Jan-99,维修,机能件,标准件
01958VSEE9,垫圈螺钉,A0-SUV,22-Aug-07,维修,机能件,标准件
07957TEEE9,螺栓,B-SUV,1-Jan-99,维修,机能件,标准件
06957TD899,螺栓,B-SEDAN,19-Mar-03,维修,机能件,标准件
02949V59E9,螺钉,A-SEDAN,15-May-08,维修,机能件,标准件
03934TK399,螺栓,B-SEDAN,30-Jul-02,维修,机能件,标准件
02934VD9K9,双头螺栓10X28,A-SEDAN,4-Jul-18,维修,机能件,标准件
09918TB599,螺栓,B-SEDAN,1-Jan-99,维修,机能件,标准件
01908VEEE9,螺栓,B-SEDAN,13-Feb-06,维修,机能件,标准件
07898WD699,法兰螺栓,B-SEDAN,1-Jan-99,维修,机能件,标准件
06898X4E09,螺栓 10X20,A-SEDAN,20-Dec-17,维修,机能件,标准件
08898XJ799,自攻螺钉,B-SEDAN,13-Jan-18,维修,机能件,标准件
07897W6S99,法兰螺栓,B-SEDAN,17-Oct-01,维修,机能件,标准件
07897WJE69,六角螺母,B-SEDAN,4-Jun-10,维修,机能件,标准件
04897WXPE9,螺栓（≤6MM）,B-SEDAN,1-Mar-13,维修,机能件,标准件
02896WQE99,法兰螺栓,B-SEDAN,22-Aug-07,维修,机能件,其他
09896XFE99,螺母,B-SEDAN,13-Jan-18,维修,机能件,其他
06896XV9E9,工具组件,B-SEDAN,9-Apr-13,维修,机能件,其他
02894VCI99,垫圈螺栓8X28,B-SEDAN,16-Mar-17,维修,机能件,标准件
03894XFEE9,螺栓,B-SEDAN,5-Aug-16,维修,机能件,标准件
01893WRKI9,带垫圈螺栓,B-SEDAN,23-Oct-08,维修,机能件,标准件
09893XP5E9,螺栓6X16,B-SEDAN,9-Aug-16,维修,机能件,标准件
05893XZEE9,螺栓,B-SEDAN,13-Jan-18,维修,机能件,标准件
01891W9E99,螺栓,B-SEDAN,1-Jan-99,维修,机能件,标准件
03891WDSE9,螺栓,B-SEDAN,14-May-13,维修,机能件,标准件
06890WQN99,螺钉,B-SEDAN,17-Oct-07,维修,机能件,标准件
08890XZE99,自攻螺钉,B-SEDAN,13-Jan-18,维修,机能件,标准件
05889X4EN9,法兰螺栓,B-SEDAN,13-Jan-18,维修,机能件,标准件
07888WNP99,自攻螺钉,B-SEDAN,25-Sep-06,维修,机能件,标准件
02888WR599,螺栓,B-MPV,30-Jul-02,维修,机能件,标准件
06886X3TL9,螺栓,A-SEDAN,9-Apr-13,维修,机能件,标准件
01881WSE99,法栏螺栓,B-SEDAN,17-Oct-07,维修,机能件,标准件
06873WV599,带垫圈螺钉,B-SEDAN,1-Jan-99,维修,机能件,标准件
02867WW999,螺钉,B-SEDAN,1-Jan-99,维修,机能件,标准件
05864XFEE9,螺栓,B-SEDAN,5-Aug-16,维修,机能件,标准件
03858WT999,螺栓,B-MPV,28-Sep-04,维修,机能件,标准件
01857W9599,自攻螺钉,B-SEDAN,1-Jan-99,维修,机能件,标准件
02855XE099,保险杠螺栓,B-SEDAN,13-Jan-18,维修,机能件,标准件
09855XQ9K9,螺栓,B-SEDAN,10-Jul-13,维修,机能件,标准件
07850WI999,地线螺栓,B-SEDAN,1-Jan-99,维修,机能件,标准件
05850X2E99,螺栓,A-SEDAN,27-Aug-14,维修,机能件,标准件
04849W1599,接地螺栓,B-SEDAN,1-Jan-99,维修,机能件,标准件
03841WIC99,螺栓６Ｘ１０,A-SEDAN,15-May-08,维修,机能件,标准件
04833XE9E9,法兰螺栓,B-SEDAN,17-Oct-07,维修,机能件,标准件
07831W4E99,螺栓,B-SEDAN,30-Sep-04,维修,机能件,标准件
07826XFEE9,法兰螺栓,B-SEDAN,5-Aug-16,维修,机能件,标准件
08822WHEE9,法兰螺栓,B-SEDAN,30-Jul-02,维修,机能件,标准件
08821XE9E9,调节螺栓,B-SEDAN,17-Oct-07,维修,机能件,标准件
05818X7EE9,法兰螺栓,B-SEDAN,10-Jul-13,维修,机能件,标准件
09811WGG99,螺栓,A0-SEDAN,15-Mar-08,维修,机能件,标准件
02788XQEE9,螺栓,B-SEDAN,12-Sep-19,维修,机能件,标准件
09787VGEE9,螺母,B-SEDAN,1-Jan-99,维修,机能件,标准件
03787VWVI9,法兰螺母10MM,A-SEDAN,23-May-17,维修,机能件,标准件
05787XB5E9,自锁螺母,B-MPV,5-Jun-14,维修,机能件,标准件
03786TL699,六角盖螺母,B-SUV,1-Feb-00,维修,机能件,标准件
02786WRE99,自锁螺母,A0-SEDAN,20-Mar-08,维修,机能件,标准件
07784WEE99,六角螺母,A-SEDAN,19-Mar-03,维修,机能件,标准件
778234299,拖臂螺母,A-SEDAN,19-Jul-18,维修,机能件,标准件
08699W15E9,前减震器凸缘螺母,B-MPV,1-Jan-99,维修,机能件,标准件
05698WZ299,螺母,B-SEDAN,1-Jan-99,维修,机能件,标准件
01696W7K99,装饰条螺母,B-MPV,17-Oct-01,维修,机能件,标准件
05695WE901,车轮螺母,A0-SEDAN,1-Jan-99,维修,机能件,标准件
02695WE498,车轮螺母,A-SEDAN,28-Dec-05,维修,机能件,标准件
